id,data_provider,country,fault_type,product_category,brand,model,repair_status,age,event_date,problem
mobifix-655,repaircafe,NLD,Power/battery,Mobile,Apple,,Fixed,1,2017-09-25,"Accu slecht, graag nieuwe accu bestellen. ~ Onbekend"
mobifix-656,The Restart Project,GBR,Storage problem,Mobile,Samsung,,Fixed,,2017-09-30,Unable to create memory space by deleting data.
mobifix-657,The Restart Project,GBR,Volume buttons,Mobile,Apple,iphone,Repairable,,2017-09-30,Silence button not working. Owner will come to a future event once part ordered.
mobifix-658,The Restart Project,ITA,Power/battery,Mobile,LG,G4,End of life,,2017-10-01,Non si accende. Logica da sostituire
mobifix-659,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-10-01,"Broken screen, replaced with new LCD"
mobifix-660,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-10-01,cracked screen
mobifix-661,The Restart Project,USA,Screen,Mobile,Apple,iPhone 7s Plus,Repairable,,2017-10-01,"Cracked screen, under warranty, sent to Apple store"
mobifix-662,The Restart Project,USA,Screen,Mobile,Apple,iPhone 7,Fixed,,2017-10-01,"Cracked screen, new LCD"
mobifix-663,The Restart Project,USA,Screen,Mobile,Apple,iPhone 7 Plus,Fixed,,2017-10-01,"Cracked screen, new LCD"
mobifix-664,The Restart Project,USA,Other buttons,Mobile,Apple,iPhone 7,Fixed,,2017-10-01,"Home button not working, vibration not working. Replaced both components"
mobifix-665,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-10-01,"Cracked screen, new LCD"
mobifix-666,The Restart Project,USA,Unknown,Mobile,Apple,iPhone 5 SE,End of life,,2017-10-01,Student purchased new phone before repair could be completed
mobifix-667,The Restart Project,USA,Unknown,Mobile,Samsung,Galaxy S7 Edge,Repairable,,2017-10-01,"Parts too expensive, referred to professional"
mobifix-668,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-10-01,cracked screen
mobifix-669,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-10-01,cracked screen
mobifix-670,The Restart Project,GBR,Unknown,Mobile,,,Repairable,,2017-10-07,
mobifix-671,The Restart Project,GBR,Unknown,Mobile,LG,,End of life,,2017-10-07,Doesn't work - Overheat?
mobifix-672,The Restart Project,GBR,Unknown,Mobile,Apple,iPhone SE,Repairable,,2017-10-07,Hardware problem
mobifix-673,The Restart Project,GBR,Power/battery,Mobile,Samsung,,Fixed,,2017-10-07,loosing charge
mobifix-674,The Restart Project,GBR,Unknown,Mobile,Apple,iPhone SS,Repairable,,2017-10-07,Not working
mobifix-675,The Restart Project,GBR,Power/battery,Mobile,Samsung,,Repairable,,2017-10-07,No Power
mobifix-676,The Restart Project,GBR,Power/battery,Mobile,Samsung,,Repairable,,2017-10-07,instable power
mobifix-677,repaircafe,NLD,Help/configuration,Mobile,Apple,,Repairable,4,2017-10-07,Instellingen nakijken  ~ Onbekend
mobifix-678,repaircafe,NLD,Storage problem,Mobile,Nokia,,Fixed,,2017-10-07,Foto downloaden lukt niet ~ apparaat vol
mobifix-679,repaircafe,NLD,Help/configuration,Mobile,Apple,,Repairable,,2017-10-13,weet niet hoe te updaten ~ gebrek aan kennis
mobifix-680,The Restart Project,GBR,Speaker/amplifier,Mobile,Apple,iPhone 4,Repairable,,2017-10-14,Can't hear incoming voice
mobifix-681,repaircafe,NLD,Power/battery,Mobile,Samsung,,Fixed,2,2017-10-14,Accu laadt niet op ~ Loszittende accu
mobifix-682,repaircafe,NLD,Software issue,Mobile,Samsung,,Fixed,4,2017-10-14,weerprogramma werkte niet en datum klopt niet ~ geen internetverbinding
mobifix-683,repaircafe,NLD,Help/configuration,Mobile,Sony,,Repairable,,2017-10-14,foto's overzeten ~ foto's kunnen alleen overgezet worden via infrarood
mobifix-684,repaircafe,NLD,Internal damage,Mobile,Samsung,,Repairable,1,2017-10-17,moederbord is stuk
mobifix-685,anstiftung,DEU,Storage problem,Mobile,Sony,Smartphone,Fixed,,2017-10-19,"Es hatte keinen freien Speicher mehr, um die erforderlichen Updates zu installieren. Wir haben die persönlichen Daten auf einem Laptop gespeichert, es dann auf die Werkseinstellung zurückgesetzt und bei der Kontoeinrichtung sowie der Neuinstallation der wirklich benötigten Apps geholfen."
mobifix-686,The Restart Project,GBR,Stuck booting,Mobile,Samsung,,Repairable,,2017-10-21,Turns on but freezes
mobifix-687,The Restart Project,CAN,Unknown,Mobile,,,Fixed,,2017-10-22,
mobifix-688,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-10-22,
mobifix-689,The Restart Project,NOR,Screen,Mobile,Apple,iPhone 7,Fixed,,2017-10-24,Broken screen.
mobifix-690,The Restart Project,NOR,Screen,Mobile,Fairphone,,Repairable,,2017-10-24,Broken screen.
mobifix-691,The Restart Project,GBR,Unknown,Mobile,Apple,iPhone,Repairable,,2017-10-25,possibly repairable but beyond the capabilities of our team
mobifix-692,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-10-25,
mobifix-693,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-10-25,
mobifix-694,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-10-25,
mobifix-695,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-10-25,
mobifix-696,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-10-25,
mobifix-697,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-10-25,
mobifix-698,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-10-25,
mobifix-699,The Restart Project,GBR,On/Off button,Mobile,Apple,iPhone SE,End of life,,2017-10-28,"doesn't turn on, on off switch gone"
mobifix-700,The Restart Project,GBR,Power/battery,Mobile,Samsung,,End of life,,2017-10-28,doesn't switch on. Battery dead
mobifix-701,The Restart Project,GBR,Camera,Mobile,Motorola,,Fixed,,2017-10-28,doesn't take pictures
mobifix-702,repaircafe,NLD,Access issue,Mobile,Sony,,Unknown,6,2017-10-28,eigenaar kan niet bij de pincode
mobifix-703,The Restart Project,USA,Power/battery,Mobile,Apple,iPhone 6s,Fixed,,2017-11-01,dead battery
mobifix-704,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-11-01,cracked LCD
mobifix-705,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-11-01,cracked LCD
mobifix-706,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-11-01,cracked LCD
mobifix-707,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-11-01,cracked LCD
mobifix-708,The Restart Project,USA,Power/battery,Mobile,Apple,iPhone 6,Fixed,,2017-11-01,dead battery
mobifix-709,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-11-01,cracked LCD
mobifix-710,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-11-01,cracked LCD
mobifix-711,The Restart Project,USA,Screen,Mobile,Apple,iPhone 7s Plus,Repairable,,2017-11-01,Repair too challenging due to waterproof seal (didn't have adhesive remover to open phone). Referred to Apple
mobifix-712,The Restart Project,USA,Other,Mobile,Apple,iPhone 7,Repairable,,2017-11-01,Repair too challenging due to waterproof seal (didn't have adhesive remover to open phone). Referred to Apple
mobifix-713,anstiftung,DEU,Sim card slot,Mobile,,Smartphone,Repairable,,2017-11-02,"Es lief nur noch langsam und der SIM-Kartenslot erkannte keine SIM mehr, was sich ohne passendes Ersatzteil jedoch nicht beheben ließ. Wir empfahlen ihr ein Backup aller Daten und eine Neuinstallation nur der wichtigsten Programme. Außerdem die Beschaffung einer neuen SIM-Halterung, die anstelle der kaputten eingebaut werden kann."
mobifix-714,The Restart Project,GBR,Unknown,Mobile,Samsung,Galaxy 55,Repairable,2,2017-11-04,
mobifix-715,The Restart Project,GBR,Charger,Mobile,,charger lead broken,Fixed,4,2017-11-04,Needed soldering
mobifix-716,repaircafe,NLD,Help/configuration,Mobile,Samsung,,Fixed,4,2017-11-04,Geen geluid bij berichten
mobifix-717,repaircafe,GBR,Power/battery,Mobile,Nokia,,Unknown,,2017-11-04,"Dead ~ Dead, but can contact details be recovered?"
mobifix-718,repaircafe,NLD,Unknown,Mobile,TipTel,,Repairable,,2017-11-06,Blijft contact maken. ~ Onbekend
mobifix-719,The Restart Project,GBR,Screen,Mobile,Motorola,Moto G (3rd Generation),Repairable,3,2017-11-11,"Broken screen - client brought spare glass only, need additional part"
mobifix-720,The Restart Project,GBR,Other,Mobile,Apple,iPhone,End of life,,2017-11-11,iPhone 6. Water damage
mobifix-721,The Restart Project,GBR,Screen,Mobile,Sony,Xperia XA1,Repairable,1,2017-11-11,No touch - advised to buy part and pressure manufacturer
mobifix-722,The Restart Project,GBR,Power/battery,Mobile,Nokia,,Repairable,,2017-11-15,Not powering up
mobifix-723,The Restart Project,ITA,Software update,Mobile,,,Fixed,,2017-11-18,Stuck for error message - software problem solved
mobifix-724,The Restart Project,ITA,Storage problem,Mobile,,,Fixed,,2017-11-18,Memory full - installed self-cleaning software and explained how to use it
mobifix-725,The Restart Project,ITA,Other,Mobile,ASUS,,Repairable,2,2017-11-19,"Fell in the sink, turns on but the screen is dead"
mobifix-726,The Restart Project,ITA,Other,Mobile,ASUS,Zenfone,End of life,2,2017-11-19,"Fell into the ocean, battery contacts oxidized, screen dead"
mobifix-727,The Restart Project,ITA,Screen,Mobile,,C5,Repairable,6,2017-11-19,"Fell down and screen doesn't turn on, probably flat connector broke somehow"
mobifix-728,repaircafe,NLD,Sim card slot,Mobile,Nokia,,Fixed,,2017-11-19,Simkaart scheef in apparaat ~ Onbekend
mobifix-729,The Restart Project,GBR,Other,Mobile,Sony,Xperia,End of life,,2017-11-25,password forgotten. wouldn't reset
mobifix-730,The Restart Project,GBR,Other,Mobile,Apple,iPhone 4,Repairable,,2017-11-25,password forgotten. Apple id needed. owner will contact apple to resolve.
mobifix-731,The Restart Project,GBR,Software update,Mobile,Samsung,,End of life,,2017-11-25,password forgotten. factory reset bit malicious apps preventing use.
mobifix-732,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone4s,End of life,7,2017-11-25,
mobifix-733,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone6,Fixed,7,2017-11-25,
mobifix-734,The Restart Project,NOR,Unknown,Mobile,Sony,Xperia2,Fixed,4,2017-11-25,
mobifix-735,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone6+,Repairable,1,2017-11-25,
mobifix-736,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone6,Fixed,1,2017-11-25,1 year old.
mobifix-737,The Restart Project,NOR,Unknown,Mobile,Sony,Xperia,Fixed,,2017-11-25,
mobifix-738,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone7,Fixed,1,2017-11-25,
mobifix-739,The Restart Project,NOR,Unknown,Mobile,Samsung,S7,Repairable,4,2017-11-25,No result.
mobifix-740,The Restart Project,NOR,Unknown,Mobile,Samsung,S4,Repairable,4,2017-11-25,
mobifix-741,The Restart Project,GBR,Unknown,Mobile,,,Repairable,,2017-11-25,
mobifix-742,The Restart Project,GBR,Storage problem,Mobile,,,Fixed,,2017-11-25,too slow
mobifix-743,The Restart Project,GBR,Other,Mobile,LG,K8,Fixed,,2017-11-29,touch screen not working. user was not operating properly. phone was not broken.
mobifix-744,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-12-01,Replaced cracked LCD
mobifix-745,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-12-01,Replaced cracked LCD
mobifix-746,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-12-01,Replaced cracked LCD
mobifix-747,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-12-01,Replaced cracked LCD
mobifix-748,The Restart Project,USA,Screen,Mobile,Apple,iPhone SE,Fixed,,2017-12-01,Replaced cracked LCD & home button
mobifix-749,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5,Fixed,,2017-12-01,Replaced cracked LCD
mobifix-750,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-12-01,Replaced cracked LCD
mobifix-751,The Restart Project,USA,Screen,Mobile,Apple,iPhone 4s,Fixed,,2017-12-01,Replaced cracked LCD
mobifix-752,The Restart Project,ESP,Power/battery,Mobile,,,Repairable,,2017-12-02,The battery quickly discharges and the mobile gets too warm. We recommend to update the software or a factory reset.
mobifix-753,The Restart Project,ESP,Other,Mobile,,,Fixed,,2017-12-02,"It seemed to have died, but now it works."
mobifix-754,The Restart Project,ESP,Screen,Mobile,,,Repairable,,2017-12-02,Broken screen.
mobifix-755,repaircafe,NLD,Power/battery,Mobile,OK WIKO,,Fixed,,2017-12-02,Doet het niet
mobifix-756,repaircafe,NLD,Unknown,Mobile,Wiko,,Unknown,,2017-12-02,Doet niets ~ Onbekend
mobifix-757,The Restart Project,CAN,Unknown,Mobile,,,End of life,,2017-12-07,
mobifix-758,The Restart Project,GBR,Storage problem,Mobile,Apple,iphone,Repairable,,2017-12-09,couldn't retrieve photos
mobifix-759,The Restart Project,GBR,Camera,Mobile,Apple,iPhone 5s,Fixed,,2017-12-09,rear camera not working. re-connected
mobifix-760,The Restart Project,GBR,Power/battery,Mobile,Apple,iPhone,Repairable,,2017-12-09,battery losing charge quickly. new battery needed
mobifix-761,The Restart Project,GBR,Other,Mobile,Samsung,Note3,Fixed,,2017-12-09,asked for setting optimization for security and performance.
mobifix-762,repaircafe,NLD,Help/configuration,Mobile,Apple,,Fixed,,2017-12-15,backup maken
mobifix-763,anstiftung,DEU,Other buttons,Mobile,Panasonic,Telefon mit Mobilteil,Fixed,,2017-12-21,Mit dem Telefon-Mobilteil ließen sich keine Gespräche annehmen. Die grüne Taste gab einfach keinen Kontakt. Nach der Reinigung der Kontakte funktioniert es wieder.
mobifix-764,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2018-01-01,Replaced cracked LCD
mobifix-765,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2018-01-01,Replaced cracked LCD
mobifix-766,The Restart Project,USA,Other,Mobile,Apple,iPhone 6,End of life,,2018-01-01,"Water damage throughout, repair not possible"
mobifix-767,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2018-01-01,Replaced cracked LCD
mobifix-768,The Restart Project,USA,Screen,Mobile,Apple,iPhone 7 Plus,Repairable,,2018-01-01,"Referred to Apple store, screen too difficult to open without adhesive remover or heat gun"
mobifix-769,The Restart Project,USA,Screen,Mobile,Apple,iPhone SE,Fixed,,2018-01-01,Replaced cracked LCD
mobifix-770,The Restart Project,USA,Unknown,Mobile,Apple,iPhone 8 Plus,Repairable,,2018-01-01,"part not in stock, unable to repair. Sent student to Apple"
mobifix-771,The Restart Project,USA,Screen,Mobile,Apple,iPhone SE,Fixed,,2018-01-01,Replaced cracked LCD
mobifix-772,repaircafe,NLD,Power/battery,Mobile,Apple,,Repairable,8,2018-01-13,De batterij is oud en loopt snel leeg ~ Oude batterij
mobifix-773,repaircafe,NLD,Unknown,Mobile,Apple,,Repairable,,2018-01-13,defect ~ bekend
mobifix-774,The Restart Project,GBR,Power/battery,Mobile,Apple,iPhone 6,Repairable,,2018-01-14,advice given - battery
mobifix-775,The Restart Project,GBR,Unknown,Mobile,Apple,iPhone A1457,Repairable,,2018-01-14,
mobifix-776,The Restart Project,ESP,Unknown,Mobile,LG,,Repairable,,2018-01-16,
mobifix-777,The Restart Project,ESP,Unknown,Mobile,BlackBerry,,End of life,,2018-01-16,
mobifix-778,The Restart Project,GBR,Screen,Mobile,Samsung,S4,Fixed,,2018-01-20,broken screen
mobifix-779,The Restart Project,GBR,Screen,Mobile,Sony,,Fixed,,2018-01-20,broken screen
mobifix-780,The Restart Project,CAN,Unknown,Mobile,,,End of life,,2018-01-25,
mobifix-781,The Restart Project,CAN,Unknown,Mobile,,,Fixed,,2018-01-25,
mobifix-782,The Restart Project,CAN,Unknown,Mobile,,,Fixed,,2018-01-25,
mobifix-783,The Restart Project,CAN,Unknown,Mobile,,,Fixed,,2018-01-25,
mobifix-784,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2018-01-25,
mobifix-785,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2018-01-25,
mobifix-786,anstiftung,DEU,Help/configuration,Mobile,,Smartphone,Fixed,,2018-01-25,Smartphone mit „Windows Phone“-BetriebssystemBesitzerin benötigte Hilfe bei der Installation einer Messenger-App. Wir halfen ihr bei der Einrichtung des hierfür erforderlichen Microsoft-Kontos und installierten und konfigurierten mit ihr das neue Programm.
mobifix-787,anstiftung,DEU,Internal damage,Mobile,Swatch,Twinphone,Fixed,,2018-01-25,"Damit ließen sich seit einer Weile nur noch Anrufe entgegennehmen. Nahm man dagegen den Hörer ab und wollte einen Anruf tätigen, ertönte kein Freizeichen.Zuerst reinigten den Gabelschalter und behandelten ihn mit etwas Kontaktspray. Während der Fehlersuche fielen zudem einige Elektrolytkondensatoren mit hohem ESR-Wert auf, die wir vorsorglich tauschten."
mobifix-788,repaircafe,NLD,Help/configuration,Mobile,Apple,,Fixed,2,2018-01-26,hulp bij instellingen
mobifix-789,The Restart Project,GBR,Unknown,Mobile,,,Repairable,,2018-01-27,
mobifix-790,The Restart Project,GBR,Unknown,Mobile,,,End of life,,2018-01-27,
mobifix-791,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2018-02-01,replaced cracked LCD
mobifix-792,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2018-02-01,replaced cracked LCD
mobifix-793,The Restart Project,USA,Screen,Mobile,Apple,iPhone 7,Fixed,,2018-02-01,replaced cracked LCD
mobifix-794,The Restart Project,USA,Screen,Mobile,Apple,iPhone SE,Fixed,,2018-02-01,replaced cracked LCD
mobifix-795,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2018-02-01,replaced cracked LCD
mobifix-796,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2018-02-01,replaced cracked LCD
mobifix-797,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2018-02-01,replaced cracked LCD and microphone
mobifix-798,The Restart Project,USA,Screen,Mobile,Apple,iPhone 7,Fixed,,2018-02-01,replaced cracked LCD
mobifix-799,The Restart Project,USA,Unknown,Mobile,Apple,iPhone X,Repairable,,2018-02-01,Part too expensive & device under warranty. referred to Apple
mobifix-800,The Restart Project,USA,Unknown,Mobile,Apple,iPhone 6s Plus,Repairable,,2018-02-01,"intermittent volume issues, referred to apple. No identifiable hardware issue"
mobifix-801,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2018-02-01,replaced cracked LCD
mobifix-802,The Restart Project,USA,Screen,Mobile,Apple,iPhone SE,Fixed,,2018-02-01,cracked LCD replaced
mobifix-803,anstiftung,DEU,Other buttons,Mobile,Apple,iPhone4,Repairable,,2018-02-01,"Es reagiert der Home-Button mittlerweile nur noch auf sehr starkes Drücken.Da hier aber wahrscheinlich die gesamte Tastenbaugruppe getauscht werden muss und zum Öffnen und Zerlegen außerdem spezielles Werkzeug erforderlich ist, mussten wir in Anbetracht der doch schon fortgeschrittenen Zeit dann leider passen. Für derart anspruchsvolle Reparaturarbeiten an solch hochintegrierter und empfindlicher Elektronik sollte man doch besser etwa zwei Stunden einplanen. Mit einer kurzen Nachricht vorab lässt sich im Vorfeld zudem auch rechtzeitig das passende Werkzeug organisieren. Der Besucher überlegt sich nun, ob er hierfür ein Ersatzteil kauft und zu einem der nächsten Termine mit dem Telefon wiederkommt."
mobifix-804,repaircafe,NLD,Stuck booting,Mobile,Microsoft,,Repairable,1,2018-02-02,Probleem met opstarten ~ Verouderde versie Windows
mobifix-805,The Restart Project,GBR,Other,Mobile,,,Repairable,,2018-02-03,"Windows phone, needs advice on anti virus software not available at event"
mobifix-806,The Restart Project,GBR,Software update,Mobile,samsung,,Fixed,,2018-02-03,not working; reset
mobifix-807,repaircafe,NLD,Help/configuration,Mobile,General Mobile,,Repairable,1,2018-02-03,Adviesvraag instellingen ~ N.v.t.
mobifix-808,repaircafe,NLD,Help/configuration,Mobile,Huawei,,Repairable,1,2018-02-03,Instellingen ~ N.v.t.
mobifix-809,repaircafe,NLD,Screen,Mobile,Apple,,Fixed,,2018-02-10,scherm en home knop kapot
